Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
PayPal Bank 3,7/27/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,PayPal Bank 3,Donations directed by individuals,$128.13 ,"$3,323,341.81 "
Donations directed by individuals,7/27/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,Contributed income:Donations directed by individuals,PayPal Bank 3,$128.13 ,"$3,323,469.94 "
PayPal Bank 3,7/24/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0724 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX9382TC,PayPal Bank 3,CHASE ENDING IN 5315,"($5,000.00)","$3,318,469.94 "
CHASE ENDING IN 5315,7/24/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0724 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX9382TC,CHASE ENDING IN 5315,PayPal Bank 3,"$5,000.00 ","$3,323,469.94 "
CHASE ENDING IN 5315,7/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ROMANIIA VOITYSHYN XXXXXXX6393,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$3,323,489.94 "
Donations directed by individuals,7/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ROMANIIA VOITYSHYN XXXXXXX6393,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$3,323,509.94 "
CHASE ENDING IN 5315,7/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from YULIIA LAZORYSHYN XXXXXXX7752,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$3,323,529.94 "
Donations directed by individuals,7/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from YULIIA LAZORYSHYN XXXXXXX7752,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$3,323,549.94 "
CHASE ENDING IN 5315,7/22/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX4 IND ID: IND NAME:OKSANA PATRINA TRN: 205 XXX0438TC,CHASE ENDING IN 5315,Donations directed by individuals,$146.95 ,"$3,323,696.89 "
Donations directed by individuals,7/22/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX4 IND ID: IND NAME:OKSANA PATRINA TRN: 205 XXX0438TC,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$146.95 ,"$3,323,843.84 "
PayPal Bank 3,7/18/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0718 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX3375TC,PayPal Bank 3,CHASE ENDING IN 5315,"($2,000.00)","$3,321,843.84 "
CHASE ENDING IN 5315,7/18/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0718 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX3375TC,CHASE ENDING IN 5315,PayPal Bank 3,"$2,000.00 ","$3,323,843.84 "
CHASE ENDING IN 5315,7/18/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX8 IND ID: IND NAME:OKSANA PATRINA TRN: 199 XXX5739TC,CHASE ENDING IN 5315,Donations directed by individuals,$141.85 ,"$3,323,985.69 "
Donations directed by individuals,7/18/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX8 IND ID: IND NAME:OKSANA PATRINA TRN: 199 XXX5739TC,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$141.85 ,"$3,324,127.54 "
PayPal Bank 3,7/17/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0717 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5964TC,PayPal Bank 3,CHASE ENDING IN 5315,"($6,000.00)","$3,318,127.54 "
CHASE ENDING IN 5315,7/17/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0717 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5964TC,CHASE ENDING IN 5315,PayPal Bank 3,"$6,000.00 ","$3,324,127.54 "
CHASE ENDING IN 5315,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANDRII SHUMYLO BACc5qt3q28e,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$3,324,147.54 "
Donations directed by individuals,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANDRII SHUMYLO BACc5qt3q28e,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$3,324,167.54 "
CHASE ENDING IN 5315,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MYKOLA KOLOMIICHUK JXYtX009Ou5v,CHASE ENDING IN 5315,Donations directed by individuals,$100.00 ,"$3,324,267.54 "
Donations directed by individuals,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MYKOLA KOLOMIICHUK JXYtX009Ou5v,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$100.00 ,"$3,324,367.54 "
CHASE ENDING IN 5315,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLHA ZARICHYNSKA XM10FBFC4Q7P,CHASE ENDING IN 5315,Donations directed by individuals,$10.00 ,"$3,324,377.54 "
Donations directed by individuals,7/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLHA ZARICHYNSKA XM10FBFC4Q7P,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$10.00 ,"$3,324,387.54 "
CHASE ENDING IN 5315,7/8/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX4383,CHASE ENDING IN 5315,Donations directed by individuals,$750.00 ,"$3,325,137.54 "
Donations directed by individuals,7/8/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX4383,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$750.00 ,"$3,325,887.54 "
PayPal Bank 3,7/5/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0705 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5882TC,PayPal Bank 3,CHASE ENDING IN 5315,"($7,000.00)","$3,318,887.54 "
CHASE ENDING IN 5315,7/5/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0705 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5882TC,CHASE ENDING IN 5315,PayPal Bank 3,"$7,000.00 ","$3,325,887.54 "
CHASE ENDING IN 5315,7/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLENA PAZDERSKA XXXXXXX9704,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$3,325,907.54 "
Donations directed by individuals,7/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLENA PAZDERSKA XXXXXXX9704,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$3,325,927.54 "
CHASE ENDING IN 5315,7/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VITALIY VYKHOVANETS XXXXXXX8270,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$3,325,947.54 "
Donations directed by individuals,7/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VITALIY VYKHOVANETS XXXXXXX8270,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$3,325,967.54 "
PayPal Bank 3,7/1/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,PayPal Bank 3,Donations directed by individuals,$77.20 ,"$3,326,044.74 "
Donations directed by individuals,7/1/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,Contributed income:Donations directed by individuals,PayPal Bank 3,$77.20 ,"$3,326,121.94 "
CHASE ENDING IN 5315,6/30/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from BOHDAN TKACHENKO BACqojfhof47,CHASE ENDING IN 5315,Donations directed by individuals,$60.00 ,"$3,326,181.94 "
Donations directed by individuals,6/30/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from BOHDAN TKACHENKO BACqojfhof47,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$60.00 ,"$3,326,241.94 "
In-kind donations,6/30/23,Journal Entry,8,--,A.BOYCHUK AMAZON WISH LIST,Contributed income:In-kind donations,--,$223.82 ,"$3,326,465.76 "
IN-KIND DONATION DISTRIBUTIONS,6/30/23,Journal Entry,8,--,A.BOYCHUK AMAZON WISH LIST,PROGRAM EXPENSES:IN-KIND DONATION DISTRIBUTIONS,--,$223.82 ,"$3,326,689.58 "
CHASE ENDING IN 5315,6/29/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Maryna Akatova XXXXXXX8391,CHASE ENDING IN 5315,LODGING,($754.77),"$3,325,934.81 "
LODGING,6/29/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Maryna Akatova XXXXXXX8391,FUNDRAISING EVENTS:LODGING,CHASE ENDING IN 5315,$754.77 ,"$3,326,689.58 "
PayPal Bank 3,6/28/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0628 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6831TC,PayPal Bank 3,CHASE ENDING IN 5315,"($3,000.00)","$3,323,689.58 "
CHASE ENDING IN 5315,6/28/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0628 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6831TC,CHASE ENDING IN 5315,PayPal Bank 3,"$3,000.00 ","$3,326,689.58 "
PayPal Bank 3,6/26/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0626 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX9521TC,PayPal Bank 3,CHASE ENDING IN 5315,"($3,000.00)","$3,323,689.58 "
CHASE ENDING IN 5315,6/26/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0626 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX9521TC,CHASE ENDING IN 5315,PayPal Bank 3,"$3,000.00 ","$3,326,689.58 "
PayPal Bank 3,6/26/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,PayPal Bank 3,Donations directed by individuals,$58.75 ,"$3,326,748.33 "
Donations directed by individuals,6/26/23,Deposit,--,04 PAYPAL GENERAL UNRESTR,--,Contributed income:Donations directed by individuals,PayPal Bank 3,$58.75 ,"$3,326,807.08 "
CHASE ENDING IN 5315,6/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from LADA BIDIAK XXXXXXX0259,CHASE ENDING IN 5315,Donations directed by individuals,$40.00 ,"$3,326,847.08 "
Donations directed by individuals,6/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from LADA BIDIAK XXXXXXX0259,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$40.00 ,"$3,326,887.08 "
CHASE ENDING IN 5315,6/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX7752,CHASE ENDING IN 5315,Donations directed by individuals,$500.00 ,"$3,327,387.08 "
Donations directed by individuals,6/24/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX7752,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$500.00 ,"$3,327,887.08 "
CHASE ENDING IN 5315,6/23/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from LADA BIDIAK XXXXXXX6104,CHASE ENDING IN 5315,Donations directed by individuals,$80.00 ,"$3,327,967.08 "
Donations directed by individuals,6/23/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from LADA BIDIAK XXXXXXX6104,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$80.00 ,"$3,328,047.08 "
CHASE ENDING IN 5315,6/23/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Mykola Omelchenko JPM999ycchw4,CHASE ENDING IN 5315,TRANSPORTATION AND PARKING,($589.55),"$3,327,457.53 "
TRANSPORTATION AND PARKING,6/23/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Mykola Omelchenko JPM999ycchw4,FUNDRAISING EVENTS:TRANSPORTATION AND PARKING,CHASE ENDING IN 5315,$589.55 ,"$3,328,047.08 "
CHASE ENDING IN 5315,6/21/23,Deposit,--,03 FUNDRASING EVENTS UNRESTR,DEPOSIT ID NUMBER XX1111,CHASE ENDING IN 5315,Donations directed by individuals,"$3,456.00 ","$3,331,503.08 "
Donations directed by individuals,6/21/23,Deposit,--,03 FUNDRASING EVENTS UNRESTR,DEPOSIT ID NUMBER XX1111,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$3,456.00 ","$3,334,959.08 "
CHASE ENDING IN 5315,6/21/23,Expense,--,CHASE BANK,ORIG CO NAME:CHECK OR SUPPLY ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:ORDER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0621 IND ID: IND NAME:DIGNITAS UKRAIN E INC TRN: XXXXXX4793TC,CHASE ENDING IN 5315,Supplies & materials,($20.00),"$3,334,939.08 "
Supplies & materials,6/21/23,Expense,--,CHASE BANK,ORIG CO NAME:CHECK OR SUPPLY ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:ORDER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0621 IND ID: IND NAME:DIGNITAS UKRAIN E INC TRN: XXXXXX4793TC,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Supplies & materials,CHASE ENDING IN 5315,$20.00 ,"$3,334,959.08 "
CHASE ENDING IN 5315,6/18/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANATOLIY LYTVYNIV XXXXXXX3468,CHASE ENDING IN 5315,Donations directed by individuals,$200.00 ,"$3,335,159.08 "
Donations directed by individuals,6/18/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANATOLIY LYTVYNIV XXXXXXX3468,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$200.00 ,"$3,335,359.08 "
CHASE ENDING IN 5315,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANNA MASLOVA XXXXXXX0972,CHASE ENDING IN 5315,Donations directed by individuals,$5.00 ,"$3,335,364.08 "
Donations directed by individuals,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ANNA MASLOVA XXXXXXX0972,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$5.00 ,"$3,335,369.08 "
CHASE ENDING IN 5315,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Mary Shmotolocha COF2W89OWJYB,CHASE ENDING IN 5315,Donations directed by individuals,$100.00 ,"$3,335,469.08 "
Donations directed by individuals,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Mary Shmotolocha COF2W89OWJYB,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$100.00 ,"$3,335,569.08 "
CHASE ENDING IN 5315,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MYKOLA KOLOMIICHUK JXYDXX09b54a,CHASE ENDING IN 5315,Donations directed by individuals,$80.00 ,"$3,335,649.08 "
Donations directed by individuals,6/17/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MYKOLA KOLOMIICHUK JXYDXX09b54a,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$80.00 ,"$3,335,729.08 "
PayPal Bank 3,6/15/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0615 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX1077TC,PayPal Bank 3,CHASE ENDING IN 5315,"($5,000.00)","$3,330,729.08 "
CHASE ENDING IN 5315,6/15/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0615 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX1077TC,CHASE ENDING IN 5315,PayPal Bank 3,"$5,000.00 ","$3,335,729.08 "
CHASE ENDING IN 5315,6/14/23,Check,5160,COLLEGIATE PRODUCTIONS,CHECK # XXXX 06/14,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,"($2,288.80)","$3,333,440.28 "
SUPPLIES AND MATERIALS,6/14/23,Check,5160,COLLEGIATE PRODUCTIONS,CHECK # XXXX 06/14,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,"$2,288.80 ","$3,335,729.08 "
CHASE ENDING IN 5315,6/14/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX4 IND ID: IND NAME:OKSANA PATRINA TRN: 165 XXX0408TC,CHASE ENDING IN 5315,Donations directed by individuals,$98.00 ,"$3,335,827.08 "
Donations directed by individuals,6/14/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XXXXX4 IND ID: IND NAME:OKSANA PATRINA TRN: 165 XXX0408TC,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$98.00 ,"$3,335,925.08 "
CHASE ENDING IN 5315,6/12/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Yuliya O'Connell XXXXXXX5387,CHASE ENDING IN 5315,--,"($1,081.06)","$3,334,844.02 "
SUPPLIES AND MATERIALS,6/12/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Yuliya O'Connell XXXXXXX5387,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,$489.66 ,"$3,335,333.68 "
TRANSPORTATION AND PARKING,6/12/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Mykola Omelchenko St George plane tickets,FUNDRAISING EVENTS:TRANSPORTATION AND PARKING,CHASE ENDING IN 5315,$341.40 ,"$3,335,675.08 "
EVENTS PARTICIPATION EXPENSES,6/12/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,St George table,FUNDRAISING EVENTS:EVENTS PARTICIPATION EXPENSES,CHASE ENDING IN 5315,$250.00 ,"$3,335,925.08 "
CHASE ENDING IN 5315,6/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARIANNE EPSTEIN BACf075la3ac,CHASE ENDING IN 5315,Donations directed by individuals,$170.00 ,"$3,336,095.08 "
Donations directed by individuals,6/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARIANNE EPSTEIN BACf075la3ac,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$170.00 ,"$3,336,265.08 "
PayPal Bank 3,6/9/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0609 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX3859TC,PayPal Bank 3,CHASE ENDING IN 5315,"($1,000.00)","$3,335,265.08 "
CHASE ENDING IN 5315,6/9/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0609 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX3859TC,CHASE ENDING IN 5315,PayPal Bank 3,"$1,000.00 ","$3,336,265.08 "
CHASE ENDING IN 5315,6/7/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IRINA ZAKHALYAVKO XXXXXXX1558,CHASE ENDING IN 5315,Donations directed by individuals,$100.00 ,"$3,336,365.08 "
Donations directed by individuals,6/7/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IRINA ZAKHALYAVKO XXXXXXX1558,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$100.00 ,"$3,336,465.08 "
CHASE ENDING IN 5315,6/7/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPMX99xnlt81,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,($49.06),"$3,336,416.02 "
SUPPLIES AND MATERIALS,6/7/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPMX99xnlt81,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,$49.06 ,"$3,336,465.08 "
PayPal Bank 3,6/6/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0606 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX4004TC,PayPal Bank 3,CHASE ENDING IN 5315,"($2,000.00)","$3,334,465.08 "
CHASE ENDING IN 5315,6/6/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0606 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX4004TC,CHASE ENDING IN 5315,PayPal Bank 3,"$2,000.00 ","$3,336,465.08 "
CHASE ENDING IN 5315,6/6/23,Deposit,--,03 FUNDRASING EVENTS UNRESTR,DEPOSIT ID NUMBER XX1332,CHASE ENDING IN 5315,Donations directed by individuals,$637.00 ,"$3,337,102.08 "
Donations directed by individuals,6/6/23,Deposit,--,03 FUNDRASING EVENTS UNRESTR,DEPOSIT ID NUMBER XX1332,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$637.00 ,"$3,337,739.08 "
CHASE ENDING IN 5315,6/6/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPM999xkswhs,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,"($1,000.00)","$3,336,739.08 "
SUPPLIES AND MATERIALS,6/6/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPM999xkswhs,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,"$1,000.00 ","$3,337,739.08 "
CHASE ENDING IN 5315,6/5/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Maryna Akatova XXXXXXX6501,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,($411.57),"$3,337,327.51 "
SUPPLIES AND MATERIALS,6/5/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Maryna Akatova XXXXXXX6501,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,$411.57 ,"$3,337,739.08 "
CHASE ENDING IN 5315,6/5/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPM999xkphrv,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,($999.00),"$3,336,740.08 "
SUPPLIES AND MATERIALS,6/5/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Alexander Belokowsky JPM999xkphrv,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,$999.00 ,"$3,337,739.08 "
CHASE ENDING IN 5315,6/5/23,Deposit,--,06 SQUARE UNRESTR,ORIG CO NAME:Square Inc ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:XXXXXXPX SEC:CCD TRACE#:XXXXXXXXXXXXXXX EED:XXXXXX IND ID:LXXXXX5450 IND NAME:Dignita s Ukraine Inc LXXXXX TRN: XXXXXX3064TC,CHASE ENDING IN 5315,Donations directed by individuals,$5.64 ,"$3,337,744.72 "
Donations directed by individuals,6/5/23,Deposit,--,06 SQUARE UNRESTR,ORIG CO NAME:Square Inc ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:XXXXXXPX SEC:CCD TRACE#:XXXXXXXXXXXXXXX EED:XXXXXX IND ID:LXXXXX5450 IND NAME:Dignita s Ukraine Inc LXXXXX TRN: XXXXXX3064TC,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$5.64 ,"$3,337,750.36 "
CHASE ENDING IN 5315,6/4/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Mykola Omelchenko JPM999xj5zdj,CHASE ENDING IN 5315,TRANSPORTATION AND PARKING,($60.00),"$3,337,690.36 "
TRANSPORTATION AND PARKING,6/4/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Mykola Omelchenko JPM999xj5zdj,FUNDRAISING EVENTS:TRANSPORTATION AND PARKING,CHASE ENDING IN 5315,$60.00 ,"$3,337,750.36 "
