Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
PayPal Bank 3,12/4/23,Deposit,0VE26047A79584033,10 Flight to Recovery RESTR,Subject: Dignitas Ukraine Flight to RecoveryTransaction ID: 0VE26047A79584033https://www.paypal.com/activity/payment/0VE26047A79584033,PayPal Bank 3,--,$99.38 ,"$9,042.76 "
Donations directed by individuals,12/4/23,Deposit,0VE26047A79584033,10 Flight to Recovery RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$9,146.24 "
PayPal Fees,12/4/23,Deposit,0VE26047A79584033,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.10 ,"$9,150.34 "
PayPal Bank 3,12/4/23,Deposit,2HH873252N058764R,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 2HH873252N058764Rhttps://www.paypal.com/activity/payment/2HH873252N058764R,PayPal Bank 3,--,$0.49 ,"$9,150.83 "
Donations directed by individuals,12/4/23,Deposit,2HH873252N058764R,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$1.00 ,"$9,151.83 "
PayPal Fees,12/4/23,Deposit,2HH873252N058764R,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.51 ,"$9,152.34 "
PayPal Bank 3,12/3/23,Deposit,46187207TX1855409,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 46187207TX1855409https://www.paypal.com/activity/payment/46187207TX1855409,PayPal Bank 3,--,$29.81 ,"$9,182.15 "
Donations directed by individuals,12/3/23,Deposit,46187207TX1855409,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.40 ,"$9,213.55 "
PayPal Fees,12/3/23,Deposit,46187207TX1855409,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.59 ,"$9,215.14 "
PayPal Bank 3,12/3/23,Deposit,9NR234689J3545531,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 9NR234689J3545531https://www.paypal.com/activity/payment/9NR234689J3545531,PayPal Bank 3,--,$39.38 ,"$9,254.52 "
Donations directed by individuals,12/3/23,Deposit,9NR234689J3545531,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$41.31 ,"$9,295.83 "
PayPal Fees,12/3/23,Deposit,9NR234689J3545531,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.93 ,"$9,297.76 "
PayPal Bank 3,12/2/23,Deposit,11073696XU7425226,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 11073696XU7425226https://www.paypal.com/activity/payment/11073696XU7425226,PayPal Bank 3,--,$98.46 ,"$9,396.22 "
Donations directed by individuals,12/2/23,Deposit,11073696XU7425226,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53 ,"$9,498.75 "
PayPal Fees,12/2/23,Deposit,11073696XU7425226,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.07 ,"$9,502.82 "
PayPal Bank 3,12/2/23,Deposit,0CP924885F354503J,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 0CP924885F354503Jhttps://www.paypal.com/activity/payment/0CP924885F354503J,PayPal Bank 3,--,$11.92 ,"$9,514.74 "
Donations directed by individuals,12/2/23,Deposit,0CP924885F354503J,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$12.86 ,"$9,527.60 "
PayPal Fees,12/2/23,Deposit,0CP924885F354503J,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.94 ,"$9,528.54 "
PayPal Bank 3,12/2/23,Deposit,02N4600043226100L,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 02N4600043226100Lhttps://www.paypal.com/activity/payment/02N4600043226100L,PayPal Bank 3,--,$50.00 ,"$9,578.54 "
Donations directed by individuals,12/2/23,Deposit,02N4600043226100L,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$9,630.06 "
PayPal Fees,12/2/23,Deposit,02N4600043226100L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$9,631.58 "
PayPal Bank 3,12/2/23,Deposit,6K608748WN374724M,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 6K608748WN374724Mhttps://www.paypal.com/activity/payment/6K608748WN374724M,PayPal Bank 3,--,$9.84 ,"$9,641.42 "
Donations directed by individuals,12/2/23,Deposit,6K608748WN374724M,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70 ,"$9,652.12 "
PayPal Fees,12/2/23,Deposit,6K608748WN374724M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86 ,"$9,652.98 "
PayPal Bank 3,12/2/23,Deposit,7XN56402RU782734M,07 1000 DRONES RESTR,Subject: 1000 DRONES FOR UKRAINETransaction ID: 7XN56402RU782734Mhttps://www.paypal.com/activity/payment/7XN56402RU782734M,PayPal Bank 3,--,$10.93 ,"$9,663.91 "
Donations directed by individuals,12/2/23,Deposit,7XN56402RU782734M,07 1000 DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$11.83 ,"$9,675.74 "
PayPal Fees,12/2/23,Deposit,7XN56402RU782734M,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.90 ,"$9,676.64 "
PayPal Bank 3,12/2/23,Deposit,5BY80095R6474682F,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 5BY80095R6474682Fhttps://www.paypal.com/activity/payment/5BY80095R6474682F,PayPal Bank 3,--,$20.00 ,"$9,696.64 "
Donations directed by individuals,12/2/23,Deposit,5BY80095R6474682F,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.91 ,"$9,717.55 "
PayPal Fees,12/2/23,Deposit,5BY80095R6474682F,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.91 ,"$9,718.46 "
PayPal Bank 3,12/2/23,Deposit,3AS38946658066733,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 3AS38946658066733https://www.paypal.com/activity/payment/3AS38946658066733,PayPal Bank 3,--,$45.00 ,"$9,763.46 "
Donations directed by individuals,12/2/23,Deposit,3AS38946658066733,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$46.41 ,"$9,809.87 "
PayPal Fees,12/2/23,Deposit,3AS38946658066733,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.41 ,"$9,811.28 "
PayPal Bank 3,12/2/23,Deposit,3GM43201MR696333F,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 3GM43201MR696333Fhttps://www.paypal.com/activity/payment/3GM43201MR696333F,PayPal Bank 3,--,$9.31 ,"$9,820.59 "
Donations directed by individuals,12/2/23,Deposit,3GM43201MR696333F,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00 ,"$9,830.59 "
PayPal Fees,12/2/23,Deposit,3GM43201MR696333F,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.69 ,"$9,831.28 "
PayPal Bank 3,12/2/23,Deposit,02D87778EF7692116,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 02D87778EF7692116https://www.paypal.com/activity/payment/02D87778EF7692116,PayPal Bank 3,--,$33.81 ,"$9,865.09 "
Donations directed by individuals,12/2/23,Deposit,02D87778EF7692116,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$35.00 ,"$9,900.09 "
PayPal Fees,12/2/23,Deposit,02D87778EF7692116,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19 ,"$9,901.28 "
PayPal Bank 3,12/2/23,Deposit,15619324US543410T,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 15619324US543410Thttps://www.paypal.com/activity/payment/15619324US543410T,PayPal Bank 3,--,$40.00 ,"$9,941.28 "
Donations directed by individuals,12/2/23,Deposit,15619324US543410T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$41.31 ,"$9,982.59 "
PayPal Fees,12/2/23,Deposit,15619324US543410T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.31 ,"$9,983.90 "
PayPal Bank 3,12/2/23,Deposit,98P35547VD153335N,04 PAYPAL GENERAL UNRESTR,Note: Flower Painting fundraiserTransaction ID: 98P35547VD153335Nhttps://www.paypal.com/activity/payment/98P35547VD153335N,PayPal Bank 3,--,$33.81 ,"$10,017.71 "
Donations directed by individuals,12/2/23,Deposit,98P35547VD153335N,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$35.00 ,"$10,052.71 "
PayPal Fees,12/2/23,Deposit,98P35547VD153335N,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19 ,"$10,053.90 "
PayPal Bank 3,12/2/23,Deposit,21248917KM7991249,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 21248917KM7991249https://www.paypal.com/activity/payment/21248917KM7991249,PayPal Bank 3,--,$68.12 ,"$10,122.02 "
Donations directed by individuals,12/2/23,Deposit,21248917KM7991249,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$70.00 ,"$10,192.02 "
PayPal Fees,12/2/23,Deposit,21248917KM7991249,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.88 ,"$10,193.90 "
PayPal Bank 3,12/2/23,Deposit,2MR64989XV673864D,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 2MR64989XV673864Dhttps://www.paypal.com/activity/payment/2MR64989XV673864D,PayPal Bank 3,--,$14.21 ,"$10,208.11 "
Donations directed by individuals,12/2/23,Deposit,2MR64989XV673864D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.00 ,"$10,223.11 "
PayPal Fees,12/2/23,Deposit,2MR64989XV673864D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.79 ,"$10,223.90 "
PayPal Bank 3,12/2/23,Deposit,64T689865K3999101,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 64T689865K3999101https://www.paypal.com/activity/payment/64T689865K3999101,PayPal Bank 3,--,$979.61 ,"$11,203.51 "
Donations directed by individuals,12/2/23,Deposit,64T689865K3999101,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,000.00 ","$12,203.51 "
PayPal Fees,12/2/23,Deposit,64T689865K3999101,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$20.39 ,"$12,223.90 "
PayPal Bank 3,12/2/23,Deposit,0X191330EH9103244,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 0X191330EH9103244https://www.paypal.com/activity/payment/0X191330EH9103244,PayPal Bank 3,--,$19.69 ,"$12,243.59 "
Donations directed by individuals,12/2/23,Deposit,0X191330EH9103244,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.91 ,"$12,264.50 "
PayPal Fees,12/2/23,Deposit,0X191330EH9103244,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.22 ,"$12,265.72 "
PayPal Bank 3,12/1/23,Deposit,12S75413G5573382F,07 1000 DRONES RESTR,Subject: 1000 DRONES FOR UKRAINETransaction ID: 12S75413G5573382Fhttps://www.paypal.com/activity/payment/12S75413G5573382F,PayPal Bank 3,--,$24.84 ,"$12,290.56 "
Donations directed by individuals,12/1/23,Deposit,12S75413G5573382F,07 1000 DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25 ,"$12,316.81 "
PayPal Fees,12/1/23,Deposit,12S75413G5573382F,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.41 ,"$12,318.22 "
PayPal Bank 3,12/1/23,Deposit,8TF70532EK564994C,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 8TF70532EK564994Chttps://www.paypal.com/activity/payment/8TF70532EK564994C,PayPal Bank 3,--,$50.00 ,"$12,368.22 "
Donations directed by individuals,12/1/23,Deposit,8TF70532EK564994C,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$12,419.74 "
PayPal Fees,12/1/23,Deposit,8TF70532EK564994C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$12,421.26 "
PayPal Bank 3,12/1/23,Deposit,7A458619XU585532C,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 7A458619XU585532Chttps://www.paypal.com/activity/payment/7A458619XU585532C,PayPal Bank 3,--,$39.38 ,"$12,460.64 "
Donations directed by individuals,12/1/23,Deposit,7A458619XU585532C,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$41.31 ,"$12,501.95 "
PayPal Fees,12/1/23,Deposit,7A458619XU585532C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.93 ,"$12,503.88 "
PayPal Bank 3,12/1/23,Deposit,3UN72140TN081664C,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 3UN72140TN081664Chttps://www.paypal.com/activity/payment/3UN72140TN081664C,PayPal Bank 3,--,$587.57 ,"$13,091.45 "
Donations directed by individuals,12/1/23,Deposit,3UN72140TN081664C,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$600.00 ,"$13,691.45 "
PayPal Fees,12/1/23,Deposit,3UN72140TN081664C,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$12.43 ,"$13,703.88 "
PayPal Bank 3,12/1/23,Deposit,8K144118BW632884Y,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 8K144118BW632884Yhttps://www.paypal.com/activity/payment/8K144118BW632884Y,PayPal Bank 3,--,$49.23 ,"$13,753.11 "
Donations directed by individuals,12/1/23,Deposit,8K144118BW632884Y,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$13,804.63 "
PayPal Fees,12/1/23,Deposit,8K144118BW632884Y,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29 ,"$13,806.92 "
PayPal Bank 3,12/1/23,Deposit,17899519B7235184L,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 17899519B7235184Lhttps://www.paypal.com/activity/payment/17899519B7235184L,PayPal Bank 3,--,$50.00 ,"$13,856.92 "
Donations directed by individuals,12/1/23,Deposit,17899519B7235184L,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$13,908.44 "
PayPal Fees,12/1/23,Deposit,17899519B7235184L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$13,909.96 "
CHASE ENDING IN 5315,11/30/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:5264681992 DESC DATE:231129 CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:091000016292346 EED:231130 IND ID: IND NAME:OKSANA PATRINA TRN: 334 XXX2346TC,CHASE ENDING IN 5315,Donations directed by individuals,$17.56 ,"$13,927.52 "
Donations directed by individuals,11/30/23,Deposit,--,05 VENMO UNRESTR,ORIG CO NAME:VENMO ORIG ID:5264681992 DESC DATE:231129 CO ENTRY DESCR:CASHOUT SEC:PPD TRACE#:091000016292346 EED:231130 IND ID: IND NAME:OKSANA PATRINA TRN: 334 XXX2346TC,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$17.56 ,"$13,945.08 "
PayPal Bank 3,11/30/23,Deposit,0CS30330TE368115M,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPageNote: Greetings, This is Lesya Kalynska.   This donation of $55.  00 dollars was from our screening of A Rising Fury at Penn State University on Sept 15th 2023 from cash donations.   Money from ticket sales was already sent to Dignitas from the movie theater.Transaction ID: 0CS30330TE368115Mhttps://www.paypal.com/activity/payment/0CS30330TE368115M",PayPal Bank 3,--,$53.42 ,"$13,998.50 "
Donations directed by individuals,11/30/23,Deposit,0CS30330TE368115M,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$55.00 ,"$14,053.50 "
PayPal Fees,11/30/23,Deposit,0CS30330TE368115M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.58 ,"$14,055.08 "
PayPal Bank 3,11/30/23,Deposit,9SK59048RM7511043,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 9SK59048RM7511043https://www.paypal.com/activity/payment/9SK59048RM7511043,PayPal Bank 3,--,$195.53 ,"$14,250.61 "
Donations directed by individuals,11/30/23,Deposit,9SK59048RM7511043,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00 ,"$14,450.61 "
PayPal Fees,11/30/23,Deposit,9SK59048RM7511043,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.47 ,"$14,455.08 "
PayPal Bank 3,11/30/23,Deposit,2DG09611EF440872B,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 2DG09611EF440872Bhttps://www.paypal.com/activity/payment/2DG09611EF440872B,PayPal Bank 3,--,$5.30 ,"$14,460.38 "
Donations directed by individuals,11/30/23,Deposit,2DG09611EF440872B,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$6.00 ,"$14,466.38 "
PayPal Fees,11/30/23,Deposit,2DG09611EF440872B,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.70 ,"$14,467.08 "
PayPal Bank 3,11/30/23,Deposit,3W567774510323132,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 3W567774510323132https://www.paypal.com/activity/payment/3W567774510323132,PayPal Bank 3,--,$147.70 ,"$14,614.78 "
Donations directed by individuals,11/30/23,Deposit,3W567774510323132,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$153.55 ,"$14,768.33 "
PayPal Fees,11/30/23,Deposit,3W567774510323132,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.85 ,"$14,774.18 "
PayPal Bank 3,11/29/23,Deposit,5WL80655TV345940T,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 5WL80655TV345940Thttps://www.paypal.com/activity/payment/5WL80655TV345940T,PayPal Bank 3,--,$24.01 ,"$14,798.19 "
Donations directed by individuals,11/29/23,Deposit,5WL80655TV345940T,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00 ,"$14,823.19 "
PayPal Fees,11/29/23,Deposit,5WL80655TV345940T,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.99 ,"$14,824.18 "
PayPal Bank 3,11/29/23,Deposit,6FS94151GG3464215,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 6FS94151GG3464215https://www.paypal.com/activity/payment/6FS94151GG3464215,PayPal Bank 3,--,$9.16 ,"$14,833.34 "
Donations directed by individuals,11/29/23,Deposit,6FS94151GG3464215,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00 ,"$14,843.34 "
PayPal Fees,11/29/23,Deposit,6FS94151GG3464215,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.84 ,"$14,844.18 "
PayPal Bank 3,11/29/23,Deposit,190458380N117622W,10 Flight to Recovery RESTR,Subject: FlightToRecoveryTransaction ID: 190458380N117622Whttps://www.paypal.com/activity/payment/190458380N117622W,PayPal Bank 3,--,$9.84 ,"$14,854.02 "
Donations directed by individuals,11/29/23,Deposit,190458380N117622W,10 Flight to Recovery RESTR,Flight to Recovery - Flight to Recovery,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70 ,"$14,864.72 "
PayPal Fees,11/29/23,Deposit,190458380N117622W,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86 ,"$14,865.58 "
PayPal Bank 3,11/29/23,Deposit,8EW08251KA338861B,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 8EW08251KA338861Bhttps://www.paypal.com/activity/payment/8EW08251KA338861B,PayPal Bank 3,--,$9.16 ,"$14,874.74 "
Donations directed by individuals,11/29/23,Deposit,8EW08251KA338861B,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00 ,"$14,884.74 "
PayPal Fees,11/29/23,Deposit,8EW08251KA338861B,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.84 ,"$14,885.58 "
PayPal Bank 3,11/29/23,Deposit,8ES85625GF749702K,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 8ES85625GF749702Khttps://www.paypal.com/activity/payment/8ES85625GF749702K,PayPal Bank 3,--,$9.84 ,"$14,895.42 "
Donations directed by individuals,11/29/23,Deposit,8ES85625GF749702K,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70 ,"$14,906.12 "
PayPal Fees,11/29/23,Deposit,8ES85625GF749702K,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86 ,"$14,906.98 "
PayPal Bank 3,11/29/23,Deposit,9S591860SA3967359,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 9S591860SA3967359https://www.paypal.com/activity/payment/9S591860SA3967359,PayPal Bank 3,--,$99.38 ,"$15,006.36 "
Donations directed by individuals,11/29/23,Deposit,9S591860SA3967359,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$15,109.84 "
